Loading data...
Found 1731 confirmed mismatches to relabel
Caching reference images...
  Cached 346 reference images
To process: 1731
  [1/1731] ✓ ann    29: C:100 O:100 G:100 agree EVERGOOD CLASSIC HELE BØN -> 100(EVERGOOD CLASSIC FIL) (0.1/s, ETA:194m)
  [180/1731] ? ann 34300: C:184 O:233 G:None split Leksands Rutbit -> 184(EARL GREY TEA 200G T) (0.3/s, ETA:91m)
  [181/1731] ✓ ann 33346: C:205 O:205 G:205 agree MAISKAKER OST 125G FRIGGS -> 205(CORN FLAKES 750G FIR) (0.3/s, ETA:91m)
  [182/1731] ✓ ann 19671: C:264 O:264 G:264 agree KNEKKEBRØD 100 FRØ&HAVSAL -> 264(MELLOMBAR JORDBÆR HV) (0.3/s, ETA:91m)
  [183/1731] ✓ ann 22394: C:23 O:23 G:23 agree KNEKKEBRØD SOLSIKKE GL.FR -> 23(FITNESS FROKOST 375G) (0.3/s, ETA:91m)
  [184/1731] ✓ ann 19672: C:264 O:264 G:264 agree KNEKKEBRØD 100 FRØ&HAVSAL -> 264(MELLOMBAR JORDBÆR HV) (0.3/s, ETA:91m)
  [185/1731] ✓ ann 31537: C:187 O:187 G:187 agree KNEKKEBRØD SESAM&HAVSALT  -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:91m)
  [186/1731] ✓ ann 19206: C:333 O:333 G:333 agree KNEKKEBRØD HAVRE GL.FRI 1 -> 333(MELBATOAST RUND 110G) (0.3/s, ETA:91m)
  [187/1731] ✓ ann 24772: C:323 O:323 G:323 agree KNEKKEBRØD 100 FRØ&HAVSAL -> 323(KRUTONGER CHEESE&GAR) (0.3/s, ETA:91m)
  [188/1731] ✓ ann 19744: C:345 O:345 G:345 agree FIBER BALANCE 230G WASA -> 345(KNEKKEBRØD URTER&HAV) (0.3/s, ETA:91m)
  [189/1731] ✓ ann 20779: C:233 O:212 G:212 agree FIBER BALANCE 230G WASA -> 212(KNEKKEBRØD 220G SIGD) (0.3/s, ETA:91m)
  [190/1731] ? ann   799: C:56 O:None G:None split GRØNN MINT TE 20POS LIPTO -> 56(SJOKOLADEDRIKK 10PK ) (0.3/s, ETA:91m)
  [191/1731] ? ann 19050: C:21 O:None G:11 split ASPARGES GRØNN -> 21(KNEKKEBRØD RUNDA SES) (0.3/s, ETA:91m)
  [192/1731] ✓ ann 31536: C:187 O:187 G:187 agree FRUKOST KNEKKEBRØD 240G W -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:91m)
  [193/1731] ✓ ann  7688: C:232 O:232 G:232 agree EGGEHVITE 500G ELDORADO -> 232(EGG ØKOLOGISK M/L/XL) (0.3/s, ETA:91m)
  [194/1731] ✓ ann  7689: C:232 O:232 G:232 agree EGGEHVITE 500G ELDORADO -> 232(EGG ØKOLOGISK M/L/XL) (0.3/s, ETA:91m)
  [195/1731] ✓ ann 10300: C:308 O:308 G:308 agree CRUESLI 4 NUTS 450G QUAKE -> 308(HAVREGRANOLA  JORDBÆ) (0.3/s, ETA:91m)
  [196/1731] ? ann 24204: C:90 O:None G:None split RYVITA KNEKKEBRØD RUG 400 -> 90(GRANOLA PEKAN GL.FRI) (0.3/s, ETA:91m)
  [197/1731] ✓ ann  4923: C:65 O:65 G:65 agree NESCAFE AZERA ESPRESSO 10 -> 65(PULVERKAFFE INSTANT ) (0.3/s, ETA:91m)
  [198/1731] ✓ ann 19670: C:204 O:204 G:204 agree MAISKAKER CHIA/HAVSALT 13 -> 204(MELLOMBAR SALT KARAM) (0.3/s, ETA:91m)
  [199/1731] ? ann 19160: C:261 O:None G:86 split HVITLØK 100G PK -> 261(MÜSLI HASSELNØTT 600) (0.3/s, ETA:91m)
  [200/1731] ? ann   756: C:243 O:298 G:None split NESCAFE VANILLA LATTE 136 -> 243(RYVITA KNEKKEBRØD RU) (0.3/s, ETA:91m)
  [201/1731] ? ann  9703: C:275 O:72 G:None split GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:91m)
  [202/1731] ? ann 26202: C:164 O:None G:117 split HAVRE KNEKKEBRØD ØKONOMI  -> 164(GRANOLA NATURELL 475) (0.3/s, ETA:91m)
  [203/1731] ✓ ann 20263: C:345 O:345 G:345 agree FIBER BALANCE 230G WASA -> 345(KNEKKEBRØD URTER&HAV) (0.3/s, ETA:91m)
  [204/1731] ? ann 24291: C:197 O:None G:None split KNEKKEBRØD SPORT+ 210G WA -> 197(SPECIAL K CLASSIC 33) (0.3/s, ETA:91m)
  [205/1731] ? ann 24297: C:109 O:None G:None split RYVITA KNEKKEBRØD RUG 400 -> 109(KNEKKEBRØD 100 FRØ&H) (0.3/s, ETA:91m)
  [206/1731] ✓ ann  4925: C:189 O:189 G:189 agree GRØNN TE SITRON 25POS TWI -> 189(YELLOW LABEL TEA 25P) (0.3/s, ETA:91m)
  [207/1731] ✓ ann 19520: C:82 O:82 G:82 agree SANDWICH CHEESE TOMAT&BAS -> 82(FRØ & HAVSALT 200G L) (0.3/s, ETA:91m)
  [208/1731] ✗ ann 20232: C:0 O:0 G:0 none  KNEKKEBRØD 100 FRØ&HAVSAL -> ??? (0.3/s, ETA:91m)
  [209/1731] ✓ ann  3408: C:64 O:64 G:64 agree NESCAFE VANILLA LATTE 136 -> 64(TASSIMO EVERGOOD CLA) (0.3/s, ETA:91m)
  [210/1731] ✓ ann 24593: C:197 O:284 G:284 agree SANDWICH CHEESE TOMAT&BAS -> 284(MELLOMBAR KOKOS&SJOK) (0.3/s, ETA:91m)
  [211/1731] ✓ ann 25299: C:109 O:284 G:284 agree SANDWICH CHEESE TOMAT&BAS -> 284(MELLOMBAR KOKOS&SJOK) (0.3/s, ETA:91m)
  [212/1731] ✓ ann 25242: C:323 O:323 G:323 agree KNEKKEBRØD 100 FRØ&HAVSAL -> 323(KRUTONGER CHEESE&GAR) (0.3/s, ETA:91m)
  [213/1731] ✓ ann  1673: C:325 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:91m)
  [214/1731] ✓ ann  4922: C:65 O:65 G:65 agree NESCAFE GULL 100G -> 65(PULVERKAFFE INSTANT ) (0.3/s, ETA:91m)
  [215/1731] ✓ ann 20266: C:345 O:345 G:345 agree FIBER BALANCE 230G WASA -> 345(KNEKKEBRØD URTER&HAV) (0.3/s, ETA:91m)
  [216/1731] ✓ ann 19131: C:21 O:21 G:21 agree SANDWICH CHEESE TOMAT&BAS -> 21(KNEKKEBRØD RUNDA SES) (0.3/s, ETA:90m)
  [217/1731] ? ann 20477: C:162 O:246 G:None split FRUKOST KNEKKEBRØD 240G W -> 162(TRESOR CHOCO NUT 410) (0.3/s, ETA:90m)
  [218/1731] ✓ ann 33502: C:250 O:233 G:250 agree FRØKRISP KNEKKEBRØD ØKOLO -> 250(LEKSANDS KNEKKE NORM) (0.3/s, ETA:90m)
  [219/1731] ✓ ann 12005: C:187 O:187 G:187 agree GRANOLA MANDLER &QUINOA 4 -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:90m)
  [220/1731] ✓ ann 10421: C:221 O:221 G:221 agree HAVRERINGER 250G SYNNØVE  -> 221(PUFFET HVETE 260G FI) (0.3/s, ETA:90m)
  [221/1731] ? ann 24290: C:21 O:None G:None split KNEKKEBRØD SPORT+ 210G WA -> 21(KNEKKEBRØD RUNDA SES) (0.3/s, ETA:90m)
  [222/1731] ✓ ann 20478: C:246 O:246 G:None agree FRUKOST KNEKKEBRØD 240G W -> 246(HUSMAN KNEKKEBRØD 26) (0.3/s, ETA:90m)
  [223/1731] ? ann 24225: C:136 O:None G:None split SANDWICH PIZZA 37G WASA -> 136(SJOKOLADEDRIKK 450G ) (0.3/s, ETA:90m)
  [224/1731] ✓ ann  8204: C:176 O:176 G:176 agree EGGEHVITE 500G ELDORADO -> 176(BORDMARGARIN 400G FI) (0.3/s, ETA:90m)
  [225/1731] ✓ ann 19673: C:204 O:204 G:204 agree KNEKKEBRØD HAVRE GL.FRI 1 -> 204(MELLOMBAR SALT KARAM) (0.3/s, ETA:90m)
  [226/1731] ✓ ann 24201: C:331 O:331 G:None agree RYVITA KNEKKEBRØD RUG 400 -> 331(SANDWICH PIZZA 37G W) (0.3/s, ETA:90m)
  [227/1731] ? ann 24296: C:323 O:None G:None split RYVITA KNEKKEBRØD RUG 400 -> 323(KRUTONGER CHEESE&GAR) (0.3/s, ETA:90m)
  [228/1731] ? ann 24221: C:136 O:None G:None split SANDWICH PIZZA 37G WASA -> 136(SJOKOLADEDRIKK 450G ) (0.3/s, ETA:90m)
  [229/1731] ✗ ann 24220: C:None O:None G:None none  SANDWICH PIZZA 37G WASA -> ??? (0.3/s, ETA:90m)
  [230/1731] ? ann   158: C:57 O:None G:244 split CLEAN MATCHA GREEN TE ØKO -> 57(MORENEPOTETER GULE 6) (0.3/s, ETA:90m)
  [231/1731] ? ann  2076: C:172 O:None G:None split ALI ORIGINAL KAFFEPUTER 1 -> 172(FRIELE INSTANT GULL ) (0.3/s, ETA:89m)
  [232/1731] ✓ ann 24200: C:331 O:331 G:None agree RYVITA KNEKKEBRØD RUG 400 -> 331(SANDWICH PIZZA 37G W) (0.3/s, ETA:89m)
  [233/1731] ? ann  4186: C:27 O:None G:None split EVERGOOD CLASSIC KAFFEKAP -> 27(YELLOW LABEL TEA 50P) (0.3/s, ETA:89m)
  [234/1731] ? ann 24318: C:331 O:None G:None split RYVITA KNEKKEBRØD RUG 400 -> 331(SANDWICH PIZZA 37G W) (0.3/s, ETA:89m)
  [235/1731] ✓ ann 24320: C:331 O:331 G:None agree KNEKKEBRØD 100 FRØ&HAVSAL -> 331(SANDWICH PIZZA 37G W) (0.3/s, ETA:89m)
  [236/1731] ✓ ann 29470: C:208 O:208 G:208 agree KNEKKEBRØD HAVRE GL.FRI 1 -> 208(FLATBRØD 190G IDEAL) (0.3/s, ETA:89m)
  [237/1731] ? ann  2075: C:None O:171 G:None split ALI ORIGINAL KAFFEPUTER 1 -> 171(ALI ORIGINAL FILTERM) (0.3/s, ETA:89m)
  [238/1731] ✓ ann 25241: C:323 O:323 G:323 agree KNEKKEBRØD 100 FRØ&HAVSAL -> 323(KRUTONGER CHEESE&GAR) (0.3/s, ETA:89m)
  [239/1731] ? ann 24218: C:37 O:None G:None split SANDWICH PIZZA 37G WASA -> 37(URTETE 200G RICOLA) (0.3/s, ETA:89m)
  [240/1731] ✓ ann 19668: C:73 O:73 G:73 agree KNEKKEBRØD HAVRE GL.FRI 1 -> 73(MELLOMBAR SJOKOLADE&) (0.3/s, ETA:89m)
  [241/1731] ✗ ann 24222: C:None O:None G:None none  KNEKKEBRØD SOLSIKKE GL.FR -> ??? (0.3/s, ETA:89m)
  [242/1731] ✓ ann 24278: C:169 O:169 G:None agree KNEKKEBRØD 100 FRØ&HAVSAL -> 169(SJOKOLADEDRIKK REFIL) (0.3/s, ETA:89m)
  [243/1731] ? ann 19051: C:73 O:None G:None split KNEKKEBRØD HAVRE GL.FRI 1 -> 73(MELLOMBAR SJOKOLADE&) (0.3/s, ETA:89m)
  [244/1731] ✗ ann 24223: C:None O:None G:None none  KNEKKEBRØD SOLSIKKE GL.FR -> ??? (0.3/s, ETA:89m)
  [245/1731] ? ann 30612: C:94 O:None G:None split RISKAKER 100G FIRST PRICE -> 94(HAVREGRYN STORE GLUT) (0.3/s, ETA:89m)
  [246/1731] ? ann 24280: C:246 O:None G:None split KNEKKEBRØD GL.FRI 150G BR -> 246(HUSMAN KNEKKEBRØD 26) (0.3/s, ETA:89m)
  [247/1731] ? ann  5266: C:259 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:89m)
  [248/1731] ✓ ann 19669: C:204 O:204 G:204 agree KNEKKEBRØD HAVRE GL.FRI 1 -> 204(MELLOMBAR SALT KARAM) (0.3/s, ETA:89m)
  [249/1731] ✓ ann 32068: C:73 O:73 G:73 agree SANDWICH CHEESE TOMAT&BAS -> 73(MELLOMBAR SJOKOLADE&) (0.3/s, ETA:88m)
  [250/1731] ? ann  1944: C:259 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:88m)
  [251/1731] ✓ ann 19013: C:94 O:94 G:94 agree KNEKKEBRØD RUNDA SESAM&HA -> 94(HAVREGRYN STORE GLUT) (0.3/s, ETA:88m)
  [252/1731] ✓ ann 20439: C:246 O:246 G:246 agree KNEKKEBRØD 100 FRØ&HAVSAL -> 246(HUSMAN KNEKKEBRØD 26) (0.3/s, ETA:88m)
  [253/1731] ? ann 24246: C:111 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 111(NESCAFE BRASERO 100G) (0.3/s, ETA:88m)
  [254/1731] ? ann 24311: C:243 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 243(RYVITA KNEKKEBRØD RU) (0.3/s, ETA:88m)
  [255/1731] ✓ ann  8170: C:275 O:275 G:None agree GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:88m)
  [256/1731] ✓ ann 20811: C:52 O:52 G:None agree FRUKOST FULLKORN 320G WAS -> 52(RUGSPRØ 200G WASA) (0.3/s, ETA:88m)
  [257/1731] ? ann 31092: C:183 O:131 G:None split KNEKKEBRØD HAVRE 220G SIG -> 183(KNEKKEBRØD GODT FOR ) (0.3/s, ETA:88m)
  [258/1731] ✓ ann 11076: C:187 O:187 G:187 agree CHEERIOS HAVRE 375G NESTL -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:88m)
  [259/1731] ✗ ann 24305: C:None O:None G:None none  FRUKOST KNEKKEBRØD 240G W -> ??? (0.3/s, ETA:88m)
  [260/1731] ✗ ann 24304: C:None O:None G:None none  FRUKOST KNEKKEBRØD 240G W -> ??? (0.3/s, ETA:88m)
  [261/1731] ✓ ann  6268: C:146 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:88m)
  [262/1731] ✓ ann 10363: C:7 O:7 G:7 agree 4-KORN 675G AXA -> 7(PUFFET HAVRE 340G FI) (0.3/s, ETA:88m)
  [263/1731] ✗ ann 20231: C:0 O:0 G:0 none  KNEKKEBRØD 100 FRØ&HAVSAL -> ??? (0.3/s, ETA:87m)
  [264/1731] ✓ ann 11054: C:308 O:308 G:308 agree CRUESLI SOLFROKOST 450G Q -> 308(HAVREGRANOLA  JORDBÆ) (0.3/s, ETA:87m)
  [265/1731] ? ann 24219: C:109 O:None G:None split SANDWICH PIZZA 37G WASA -> 109(KNEKKEBRØD 100 FRØ&H) (0.3/s, ETA:87m)
  [266/1731] ✓ ann   504: C:146 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:87m)
  [267/1731] ✓ ann 11977: C:205 O:205 G:205 agree CRUNCHY MUSLI 750G FIRST  -> 205(CORN FLAKES 750G FIR) (0.3/s, ETA:87m)
  [268/1731] ? ann  1943: C:116 O:None G:None split NESCAFE BRASERO 100G -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:87m)
  [269/1731] ✓ ann 19046: C:338 O:338 G:338 agree MORENEPOTETER GULE 650G B -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:87m)
  [270/1731] ? ann  2081: C:74 O:169 G:None split COTW LUNGO ØKOLOGISK KAFF -> 74(NESCAFE BRASERO REFI) (0.3/s, ETA:87m)
  [271/1731] ? ann 19385: C:54 O:None G:None split FRUKOST KNEKKEBRØD 240G W -> 54(FILTERPOSER NR.4 100) (0.3/s, ETA:87m)
  [272/1731] ✓ ann  1078: C:146 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:87m)
  [273/1731] ✓ ann  2409: C:282 O:282 G:282 agree ALI MØRKBRENT FILTERMALT  -> 282(FILTERPOSER NR.4 200) (0.3/s, ETA:87m)
  [274/1731] ? ann 23755: C:197 O:86 G:None split KNEKKEBRØD SPORT+ 210G WA -> 197(SPECIAL K CLASSIC 33) (0.3/s, ETA:87m)
  [275/1731] ✓ ann 10428: C:35 O:35 G:35 agree RIS PUFFET 260G FIRST PRI -> 35(CRUNCHY MUSLI 750G F) (0.3/s, ETA:87m)
  [276/1731] ? ann 20222: C:42 O:343 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 42(KNEKKS KJEKS M/SPELT) (0.3/s, ETA:86m)
  [277/1731] ? ann  8377: C:275 O:None G:None split GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:87m)
  [278/1731] ✓ ann  3852: C:146 O:146 G:146 agree NESCAFE GOLD ORGANIC&FAIR -> 146(NESCAFE GULL 200G NE) (0.3/s, ETA:86m)
  [279/1731] ✓ ann  1170: C:146 O:146 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 146(NESCAFE GULL 200G NE) (0.3/s, ETA:86m)
  [280/1731] ? ann  8971: C:275 O:6 G:None split GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:86m)
  [281/1731] ✓ ann  3247: C:54 O:54 G:54 agree EVERGOOD CLASSIC KAFFEKAP -> 54(FILTERPOSER NR.4 100) (0.3/s, ETA:86m)
  [282/1731] ✓ ann  8985: C:6 O:6 G:None agree GÅRDSEGG M/L 12STK ELDORA -> 6(Eldorado Økologiske ) (0.3/s, ETA:86m)
  [283/1731] ✓ ann  9296: C:275 O:275 G:None agree GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:86m)
  [284/1731] ✓ ann 34170: C:9 O:None G:9 agree KNEKKEBRØD 100 FRØ&HAVSAL -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:86m)
  [285/1731] ✓ ann 22432: C:11 O:11 G:11 agree KNEKKEBRØD 100 FRØ&HAVSAL -> 11(GRISSINI M/OLIVENOLJ) (0.3/s, ETA:86m)
  [286/1731] ? ann 24317: C:116 O:331 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:86m)
  [287/1731] ? ann 20225: C:42 O:343 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 42(KNEKKS KJEKS M/SPELT) (0.3/s, ETA:86m)
  [288/1731] ✓ ann  1988: C:56 O:125 G:56 agree SJOKOLADEDRIKK REFILL 512 -> 56(SJOKOLADEDRIKK 10PK ) (0.3/s, ETA:86m)
  [289/1731] ? ann  5888: C:9 O:None G:None split NESCAFE VANILLA LATTE 136 -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:86m)
  [290/1731] ? ann  8986: C:6 O:275 G:None split GÅRDSEGG M/L 12STK ELDORA -> 6(Eldorado Økologiske ) (0.3/s, ETA:86m)
  [291/1731] ✓ ann  9430: C:275 O:275 G:None agree GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:86m)
  [292/1731] ? ann 24314: C:125 O:None G:None split FRUKOST FULLKORN 320G WAS -> 125(SJOKOLADEDRIKK 512G ) (0.3/s, ETA:86m)
  [293/1731] ? ann  1946: C:16 O:None G:None split NESCAFE VANILLA LATTE 136 -> 16(CAPPUCCINO 8KAPSLER ) (0.3/s, ETA:86m)
  [294/1731] ✓ ann 31499: C:94 O:94 G:94 agree KNEKKEBRØD RUNDA SESAM&HA -> 94(HAVREGRYN STORE GLUT) (0.3/s, ETA:86m)
  [295/1731] ? ann  9888: C:275 O:80 G:None split GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:86m)
  [296/1731] ? ann 24426: C:147 O:None G:None split SURDEIG KNEKKEBRØD WASA -> 147(ROOIBOS TE ØKOLOGISK) (0.3/s, ETA:86m)
  [297/1731] ✓ ann  8972: C:6 O:6 G:None agree GÅRDSEGG M/L 12STK ELDORA -> 6(Eldorado Økologiske ) (0.3/s, ETA:86m)
  [298/1731] ? ann  9701: C:275 O:72 G:None split GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:86m)
  [299/1731] ? ann  8065: C:275 O:80 G:None split EGG ØKOLOGISK M/L 12STK V -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:85m)
  [300/1731] ? ann 24303: C:321 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 321(GIFFLAR KANEL 300G P) (0.3/s, ETA:85m)
  [301/1731] ✓ ann  7634: C:275 O:275 G:None agree EGGEHVITE 500G ELDORADO -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:85m)
  [302/1731] ✓ ann   712: C:173 O:173 G:173 agree GRØNN TE SITRON 25POS TWI -> 173(EARL GREY TEA 25POS ) (0.3/s, ETA:85m)
  [303/1731] ? ann 24263: C:180 O:None G:None split FRUKOST FULLKORN 320G WAS -> 180(MÜSLI PAPAYA GLUTENF) (0.3/s, ETA:85m)
  [304/1731] ? ann 20901: C:22 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 22(MÜSLI RISTET HAVRE&T) (0.3/s, ETA:85m)
  [305/1731] ? ann 10470: C:289 O:None G:61 split GRANOLA KAKAO&BRINGEBÆR 4 -> 289(OREO O'S FROKOSTBLAN) (0.3/s, ETA:85m)
  [306/1731] ? ann  7623: C:80 O:237 G:72 split SMØR USALTET 250G TINE -> 80(FROKOSTEGG FRITTGÅEN) (0.3/s, ETA:85m)
  [307/1731] ? ann 24189: C:116 O:None G:None split KNEKKEBRØD HAVRE GL.FRI 1 -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:85m)
  [308/1731] ✓ ann 25251: C:92 O:212 G:212 agree SANDWICH CHEESE TOMAT&BAS -> 212(KNEKKEBRØD 220G SIGD) (0.3/s, ETA:85m)
  [309/1731] ? ann 18604: C:246 O:169 G:87 split HVITLØK 100G PK -> 246(HUSMAN KNEKKEBRØD 26) (0.3/s, ETA:85m)
  [310/1731] ✓ ann 19529: C:94 O:94 G:94 agree KNEKKEBRØD RUNDA SESAM&HA -> 94(HAVREGRYN STORE GLUT) (0.3/s, ETA:85m)
  [311/1731] ✓ ann  1077: C:146 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:84m)
  [312/1731] ✓ ann  8987: C:6 O:6 G:None agree GÅRDSEGG M/L 12STK ELDORA -> 6(Eldorado Økologiske ) (0.3/s, ETA:84m)
  [313/1731] ? ann  5198: C:125 O:None G:None split EVERGOOD DARK ROAST PRESS -> 125(SJOKOLADEDRIKK 512G ) (0.3/s, ETA:84m)
  [314/1731] ✓ ann 19204: C:82 O:82 G:82 agree KNEKKEBRØD GL.FRI 150G BR -> 82(FRØ & HAVSALT 200G L) (0.3/s, ETA:84m)
  [315/1731] ? ann 24261: C:90 O:None G:None split FRUKOST FULLKORN 320G WAS -> 90(GRANOLA PEKAN GL.FRI) (0.3/s, ETA:84m)
  [316/1731] ? ann 21143: C:42 O:343 G:None split RYVITA KNEKKEBRØD RUG 400 -> 42(KNEKKS KJEKS M/SPELT) (0.3/s, ETA:84m)
  [317/1731] ✓ ann  8975: C:6 O:6 G:None agree GÅRDSEGG M/L 12STK ELDORA -> 6(Eldorado Økologiske ) (0.3/s, ETA:84m)
  [318/1731] ✓ ann  9607: C:6 O:6 G:6 agree GÅRDSEGG M/L 12STK ELDORA -> 6(Eldorado Økologiske ) (0.3/s, ETA:84m)
  [319/1731] ✓ ann  1567: C:325 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:84m)
  [320/1731] ? ann  9567: C:275 O:232 G:None split GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:84m)
  [321/1731] ? ann 24249: C:109 O:None G:88 split HUSMAN KNEKKEBRØD 260G WA -> 109(KNEKKEBRØD 100 FRØ&H) (0.3/s, ETA:84m)
  [322/1731] ? ann  2520: C:325 O:106 G:None split NESCAFE GULL 100G REFILL -> 325(NESCAFE GULL 100G) (0.3/s, ETA:84m)
  [323/1731] ✓ ann 19411: C:188 O:188 G:188 agree KNEKKEBRØD HAVRE GL.FRI 1 -> 188(MAISKAKER POPCORN 12) (0.3/s, ETA:84m)
  [324/1731] ✓ ann  1677: C:146 O:146 G:146 agree NESCAFE GOLD ORGANIC&FAIR -> 146(NESCAFE GULL 200G NE) (0.3/s, ETA:84m)
  [325/1731] ✓ ann   668: C:87 O:87 G:87 agree GRØNN TE SITRON 25POS TWI -> 87(SPICY INDIAN CHAI TE) (0.3/s, ETA:84m)
  [326/1731] ✓ ann 24193: C:331 O:331 G:None agree KNEKKEBRØD 100 FRØ&HAVSAL -> 331(SANDWICH PIZZA 37G W) (0.3/s, ETA:84m)
  [327/1731] ✓ ann 11088: C:205 O:205 G:205 agree CRUNCHY MUSLI 750G FIRST  -> 205(CORN FLAKES 750G FIR) (0.3/s, ETA:84m)
  [328/1731] ? ann 24227: C:109 O:None G:136 split KNEKKEBRØD SOLSIKKE GL.FR -> 109(KNEKKEBRØD 100 FRØ&H) (0.3/s, ETA:83m)
  [329/1731] ✓ ann  6463: C:325 O:325 G:None agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:83m)
  [330/1731] ✓ ann 21146: C:204 O:42 G:42 agree KNEKKEBRØD 100 FRØ&HAVSAL -> 42(KNEKKS KJEKS M/SPELT) (0.3/s, ETA:83m)
  [331/1731] ? ann   527: C:259 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:83m)
  [332/1731] ✓ ann  8992: C:275 O:275 G:None agree GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:83m)
  [333/1731] ? ann 26203: C:164 O:None G:None split MELLOMBAR SALT KARAMELL 1 -> 164(GRANOLA NATURELL 475) (0.3/s, ETA:83m)
  [334/1731] ? ann  9300: C:275 O:80 G:None split GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:85m)
  [335/1731] ? ann  8973: C:6 O:275 G:None split GÅRDSEGG M/L 12STK ELDORA -> 6(Eldorado Økologiske ) (0.3/s, ETA:85m)
  [336/1731] ✓ ann  5232: C:325 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:85m)
  [337/1731] ✓ ann  1568: C:325 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:85m)
  [338/1731] ? ann 24241: C:331 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 331(SANDWICH PIZZA 37G W) (0.3/s, ETA:85m)
  [339/1731] ✓ ann 19246: C:42 O:42 G:42 agree KNEKKEBRØD 100 FRØ&HAVSAL -> 42(KNEKKS KJEKS M/SPELT) (0.3/s, ETA:85m)
  [340/1731] ? ann 11210: C:170 O:214 G:None split FRUKT MÜSLI 1KG FIRST PRI -> 170(MÜSLI ENERGI 650G AX) (0.3/s, ETA:85m)
  [341/1731] ? ann  3823: C:173 O:None G:None split EVERGOOD CLASSIC KOKMALT  -> 173(EARL GREY TEA 25POS ) (0.3/s, ETA:85m)
  [342/1731] ? ann 22287: C:211 O:207 G:None split SANDWICH CHEESE HERBS 30G -> 211(BJØRN HAVREMEL 1KG A) (0.3/s, ETA:84m)
